HUE and Delta-E color differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (hue diff), (delta-e diff)
((1, 40), (2, 20), (136), (25))
((1, 40), (2, 24), (136), (28))
((1, 40), (2, 26), (134), (30))
((1, 40), (2, 28), (121), (23))
((1, 40), (2, 30), (83), (22))
((1, 40), (2, 31), (134), (26))
((1, 40), (2, 32), (132), (27))
((1, 40), (2, 33), (311), (43))
((1, 40), (2, 39), (65), (26))
((1, 40), (2, 44), (127), (36))
((1, 40), (2, 45), (25), (23))
((1, 40), (2, 48), (116), (32))
((1, 40), (2, 49), (121), (35))
((1, 40), (2, 50), (129), (38))
((1, 40), (2, 52), (124), (24))
((1, 40), (2, 53), (134), (29))
((1, 40), (2, 6), (130), (36))
((1, 40), (2, 8), (139), (30))
((1, 41), (2, 1), (137), (10))
((1, 41), (2, 11), (130), (11))
((1, 41), (2, 19), (131), (13))
((1, 41), (2, 2), (163), (10))
((1, 41), (2, 20), (142), (11))
((1, 41), (2, 24), (141), (11))
((1, 41), (2, 26), (139), (9))
((1, 41), (2, 28), (127), (7))
((1, 41), (2, 30), (88), (6))
((1, 41), (2, 31), (140), (8))
((1, 41), (2, 32), (137), (10))
((1, 41), (2, 33), (316), (25))
((1, 41), (2, 39), (70), (9))
((1, 41), (2, 44), (133), (19))
((1, 41), (2, 45), (30), (7))
((1, 41), (2, 48), (121), (14))
((1, 41), (2, 49), (127), (17))
((1, 41), (2, 50), (134), (20))
((1, 41), (2, 52), (129), (13))
((1, 41), (2, 53), (140), (14))
((1, 41), (2, 6), (136), (16))
((1, 41), (2, 8), (144), (11))
((1, 42), (2, 1), (17), (15))
((1, 42), (2, 11), (11), (17))
((1, 42), (2, 19), (12), (11))
((1, 42), (2, 2), (44), (26))
((1, 42), (2, 20), (22), (13))
((1, 42), (2, 24), (22), (16))
((1, 42), (2, 26), (20), (23))
((1, 42), (2, 28), (7), (17))
((1, 42), (2, 30), (31), (22))
((1, 42), (2, 31), (20), (16))
((1, 42), (2, 32), (17), (16))
((1, 42), (2, 33), (197), (46))
((1, 42), (2, 39), (50), (27))
((1, 42), (2, 44), (13), (31))
((1, 42), (2, 45), (89), (25))
((1, 42), (2, 48), (2), (31))
((1, 42), (2, 49), (7), (34))
((1, 42), (2, 50), (15), (33))
((1, 42), (2, 52), (10), (12))
((1, 42), (2, 53), (20), (15))
((1, 42), (2, 6), (16), (30))
((1, 42), (2, 8), (25), (19))
((1, 43), (2, 1), (173), (23))
((1, 43), (2, 11), (179), (23))
((1, 43), (2, 19), (178), (26))
((1, 43), (2, 2), (146), (13))
((1, 43), (2, 20), (167), (24))
((1, 43), (2, 24), (168), (22))
((1, 43), (2, 26), (170), (16))
((1, 43), (2, 28), (182), (20))
((1, 43), (2, 30), (221), (16))
((1, 43), (2, 31), (169), (21))
((1, 43), (2, 32), (172), (22))
((1, 43), (2, 33), (7), (10))
((1, 43), (2, 39), (239), (13))
((1, 43), (2, 44), (177), (20))
((1, 43), (2, 45), (279), (13))
((1, 43), (2, 48), (188), (13))
((1, 43), (2, 49), (182), (11))
((1, 43), (2, 50), (175), (19))
((1, 43), (2, 52), (180), (26))
((1, 43), (2, 53), (170), (26))
((1, 43), (2, 6), (173), (17))
((1, 43), (2, 8), (165), (21))
((1, 44), (2, 1), (67), (16))
((1, 44), (2, 11), (61), (15))
((1, 44), (2, 19), (62), (14))
((1, 44), (2, 2), (94), (23))
((1, 44), (2, 20), (72), (17))
((1, 44), (2, 24), (72), (18))
((1, 44), (2, 26), (70), (20))
((1, 44), (2, 28), (57), (14))
((1, 44), (2, 30), (19), (14))
((1, 44), (2, 31), (70), (17))
((1, 44), (2, 32), (67), (17))
((1, 44), (2, 33), (247), (39))
((1, 44), (2, 39), (0), (18))
((1, 44), (2, 44), (63), (26))
((1, 44), (2, 45), (39), (17))
((1, 44), (2, 48), (52), (23))
((1, 44), (2, 49), (57), (27))
((1, 44), (2, 50), (65), (28))
((1, 44), (2, 52), (60), (13))
((1, 44), (2, 53), (70), (18))
((1, 44), (2, 6), (66), (25))
((1, 44), (2, 8), (75), (20))
((1, 45), (2, 1), (174), (28))
((1, 45), (2, 11), (180), (28))
((1, 45), (2, 19), (179), (32))
((1, 45), (2, 2), (147), (18))
((1, 45), (2, 20), (169), (29))
((1, 45), (2, 24), (169), (28))
((1, 45), (2, 26), (171), (22))
((1, 45), (2, 28), (184), (25))
((1, 45), (2, 30), (222), (22))
((1, 45), (2, 31), (171), (26))
((1, 45), (2, 32), (173), (28))
((1, 45), (2, 33), (6), (9))
((1, 45), (2, 39), (240), (18))
((1, 45), (2, 44), (178), (25))
((1, 45), (2, 45), (280), (18))
((1, 45), (2, 48), (189), (18))
((1, 45), (2, 49), (184), (16))
((1, 45), (2, 50), (176), (23))
((1, 45), (2, 52), (181), (32))
((1, 45), (2, 53), (171), (31))
((1, 45), (2, 6), (175), (22))
((1, 45), (2, 8), (166), (26))
((1, 46), (2, 1), (37), (15))
((1, 46), (2, 11), (31), (18))
((1, 46), (2, 19), (32), (13))
((1, 46), (2, 2), (64), (26))
((1, 46), (2, 20), (42), (14))
((1, 46), (2, 24), (42), (17))
((1, 46), (2, 26), (40), (24))
((1, 46), (2, 28), (27), (17))
((1, 46), (2, 30), (11), (21))
((1, 46), (2, 31), (40), (17))
((1, 46), (2, 32), (37), (17))
((1, 46), (2, 33), (217), (46))
((1, 46), (2, 39), (30), (27))
((1, 46), (2, 44), (33), (32))
((1, 46), (2, 45), (69), (25))
((1, 46), (2, 48), (22), (31))
((1, 46), (2, 49), (27), (34))
((1, 46), (2, 50), (35), (34))
((1, 46), (2, 52), (30), (13))
((1, 46), (2, 53), (40), (17))
((1, 46), (2, 6), (36), (31))
((1, 46), (2, 8), (45), (20))
((1, 47), (2, 1), (51), (19))
((1, 47), (2, 11), (45), (22))
((1, 47), (2, 19), (46), (17))
((1, 47), (2, 2), (78), (29))
((1, 47), (2, 20), (56), (16))
((1, 47), (2, 24), (56), (21))
((1, 47), (2, 26), (54), (27))
((1, 47), (2, 28), (41), (20))
((1, 47), (2, 30), (2), (25))
((1, 47), (2, 31), (54), (20))
((1, 47), (2, 32), (51), (21))
((1, 47), (2, 33), (230), (49))
((1, 47), (2, 39), (16), (31))
((1, 47), (2, 44), (47), (36))
((1, 47), (2, 45), (56), (28))
((1, 47), (2, 48), (36), (34))
((1, 47), (2, 49), (41), (38))
((1, 47), (2, 50), (49), (38))
((1, 47), (2, 52), (44), (17))
((1, 47), (2, 53), (54), (20))
((1, 47), (2, 6), (50), (35))
((1, 47), (2, 8), (58), (23))
((1, 48), (2, 1), (75), (20))
((1, 48), (2, 11), (69), (23))
((1, 48), (2, 19), (70), (18))
((1, 48), (2, 2), (102), (30))
((1, 48), (2, 20), (80), (18))
((1, 48), (2, 24), (80), (22))
((1, 48), (2, 26), (78), (29))
((1, 48), (2, 28), (65), (21))
((1, 48), (2, 30), (27), (26))
((1, 48), (2, 31), (78), (21))
((1, 48), (2, 32), (76), (22))
((1, 48), (2, 33), (255), (49))
((1, 48), (2, 39), (8), (31))
((1, 48), (2, 44), (71), (37))
((1, 48), (2, 45), (31), (28))
((1, 48), (2, 48), (60), (35))
((1, 48), (2, 49), (65), (38))
((1, 48), (2, 50), (73), (39))
((1, 48), (2, 52), (68), (18))
((1, 48), (2, 53), (78), (22))
((1, 48), (2, 6), (74), (36))
((1, 48), (2, 8), (83), (25))
((1, 49), (2, 1), (106), (14))
((1, 49), (2, 11), (100), (16))
((1, 49), (2, 19), (101), (14))
((1, 49), (2, 2), (133), (22))
((1, 49), (2, 20), (111), (15))
((1, 49), (2, 24), (111), (17))
((1, 49), (2, 26), (109), (20))
((1, 49), (2, 28), (96), (12))
((1, 49), (2, 30), (58), (13))
((1, 49), (2, 31), (109), (15))
((1, 49), (2, 32), (107), (16))
((1, 49), (2, 33), (286), (37))
((1, 49), (2, 39), (39), (17))
((1, 49), (2, 44), (102), (27))
((1, 49), (2, 45), (0), (15))
((1, 49), (2, 48), (91), (23))
((1, 49), (2, 49), (96), (27))
((1, 49), (2, 50), (104), (29))
((1, 49), (2, 52), (99), (13))
((1, 49), (2, 53), (109), (18))
((1, 49), (2, 6), (105), (26))
((1, 49), (2, 8), (114), (20))
((1, 5), (2, 1), (195), (16))
((1, 5), (2, 11), (201), (16))
((1, 5), (2, 19), (200), (19))
((1, 5), (2, 2), (168), (10))
((1, 5), (2, 20), (190), (17))
((1, 5), (2, 24), (190), (16))
((1, 5), (2, 26), (192), (11))
((1, 5), (2, 28), (205), (13))
((1, 5), (2, 30), (244), (8))
((1, 5), (2, 31), (192), (14))
((1, 5), (2, 32), (195), (15))
((1, 5), (2, 33), (16), (17))
((1, 5), (2, 39), (262), (7))
((1, 5), (2, 44), (199), (18))
((1, 5), (2, 45), (302), (5))
((1, 5), (2, 48), (210), (10))
((1, 5), (2, 49), (205), (12))
((1, 5), (2, 50), (197), (17))
((1, 5), (2, 52), (202), (19))
((1, 5), (2, 53), (192), (19))
((1, 5), (2, 6), (196), (14))
((1, 5), (2, 8), (188), (15))
((1, 50), (2, 1), (3), (13))
((1, 50), (2, 11), (9), (17))
((1, 50), (2, 19), (9), (11))
((1, 50), (2, 2), (24), (23))
((1, 50), (2, 20), (2), (10))
((1, 50), (2, 24), (2), (14))
((1, 50), (2, 26), (0), (21))
((1, 50), (2, 28), (13), (15))
((1, 50), (2, 30), (52), (22))
((1, 50), (2, 31), (0), (13))
((1, 50), (2, 32), (3), (15))
((1, 50), (2, 33), (176), (45))
((1, 50), (2, 39), (70), (27))
((1, 50), (2, 44), (7), (31))
((1, 50), (2, 45), (110), (26))
((1, 50), (2, 48), (18), (30))
((1, 50), (2, 49), (13), (33))
((1, 50), (2, 50), (5), (32))
((1, 50), (2, 52), (10), (12))
((1, 50), (2, 53), (0), (13))
((1, 50), (2, 6), (4), (29))
((1, 50), (2, 8), (4), (16))
((1, 51), (2, 1), (12), (14))
((1, 51), (2, 11), (6), (11))
((1, 51), (2, 19), (7), (17))
((1, 51), (2, 2), (39), (9))
((1, 51), (2, 20), (17), (17))
((1, 51), (2, 24), (17), (14))
((1, 51), (2, 26), (15), (6))
((1, 51), (2, 28), (2), (11))
((1, 51), (2, 30), (37), (7))
((1, 51), (2, 31), (15), (13))
((1, 51), (2, 32), (12), (12))
((1, 51), (2, 33), (191), (18))
((1, 51), (2, 39), (55), (6))
((1, 51), (2, 44), (8), (8))
((1, 51), (2, 45), (95), (8))
((1, 51), (2, 48), (3), (3))
((1, 51), (2, 49), (2), (6))
((1, 51), (2, 50), (10), (8))
((1, 51), (2, 52), (5), (16))
((1, 51), (2, 53), (15), (15))
((1, 51), (2, 6), (11), (5))
((1, 51), (2, 8), (19), (12))
((1, 52), (2, 1), (179), (16))
((1, 52), (2, 11), (186), (20))
((1, 52), (2, 19), (185), (20))
((1, 52), (2, 2), (153), (16))
((1, 52), (2, 20), (174), (16))
((1, 52), (2, 24), (175), (18))
((1, 52), (2, 26), (177), (18))
((1, 52), (2, 28), (189), (15))
((1, 52), (2, 30), (228), (16))
((1, 52), (2, 31), (176), (15))
((1, 52), (2, 32), (179), (17))
((1, 52), (2, 33), (0), (29))
((1, 52), (2, 39), (246), (18))
((1, 52), (2, 44), (183), (28))
((1, 52), (2, 45), (286), (15))
((1, 52), (2, 48), (195), (22))
((1, 52), (2, 49), (189), (24))
((1, 52), (2, 50), (182), (28))
((1, 52), (2, 52), (187), (20))
((1, 52), (2, 53), (176), (20))
((1, 52), (2, 6), (180), (24))
((1, 52), (2, 8), (172), (18))
((1, 53), (2, 1), (56), (15))
((1, 53), (2, 11), (50), (16))
((1, 53), (2, 19), (51), (12))
((1, 53), (2, 2), (83), (24))
((1, 53), (2, 20), (61), (15))
((1, 53), (2, 24), (61), (17))
((1, 53), (2, 26), (59), (22))
((1, 53), (2, 28), (46), (15))
((1, 53), (2, 30), (8), (17))
((1, 53), (2, 31), (59), (16))
((1, 53), (2, 32), (56), (16))
((1, 53), (2, 33), (235), (42))
((1, 53), (2, 39), (11), (22))
((1, 53), (2, 44), (52), (28))
((1, 53), (2, 45), (50), (20))
((1, 53), (2, 48), (41), (26))
((1, 53), (2, 49), (46), (30))
((1, 53), (2, 50), (54), (30))
((1, 53), (2, 52), (49), (12))
((1, 53), (2, 53), (59), (17))
((1, 53), (2, 6), (55), (28))
((1, 53), (2, 8), (64), (20))
((1, 54), (2, 1), (179), (13))
((1, 54), (2, 11), (186), (18))
((1, 54), (2, 19), (185), (15))
((1, 54), (2, 2), (153), (17))
((1, 54), (2, 20), (174), (11))
((1, 54), (2, 24), (175), (15))
((1, 54), (2, 26), (177), (19))
((1, 54), (2, 28), (189), (13))
((1, 54), (2, 30), (228), (17))
((1, 54), (2, 31), (176), (12))
((1, 54), (2, 32), (179), (15))
((1, 54), (2, 33), (0), (36))
((1, 54), (2, 39), (246), (21))
((1, 54), (2, 44), (183), (29))
((1, 54), (2, 45), (286), (18))
((1, 54), (2, 48), (195), (25))
((1, 54), (2, 49), (189), (28))
((1, 54), (2, 50), (182), (30))
((1, 54), (2, 52), (187), (15))
((1, 54), (2, 53), (176), (17))
((1, 54), (2, 6), (180), (27))
((1, 54), (2, 8), (172), (16))
((1, 55), (2, 1), (142), (49))
((1, 55), (2, 11), (149), (51))
((1, 55), (2, 19), (148), (55))
((1, 55), (2, 2), (116), (35))
((1, 55), (2, 20), (137), (50))
((1, 55), (2, 24), (138), (49))
((1, 55), (2, 26), (140), (41))
((1, 55), (2, 28), (152), (46))
((1, 55), (2, 30), (191), (43))
((1, 55), (2, 31), (139), (47))
((1, 55), (2, 32), (142), (49))
((1, 55), (2, 33), (37), (23))
((1, 55), (2, 39), (209), (40))
((1, 55), (2, 44), (146), (47))
((1, 55), (2, 45), (249), (39))
((1, 55), (2, 48), (158), (38))
((1, 55), (2, 49), (152), (35))
((1, 55), (2, 50), (145), (45))
((1, 55), (2, 52), (150), (55))
((1, 55), (2, 53), (140), (54))
((1, 55), (2, 6), (143), (42))
((1, 55), (2, 8), (135), (46))
((1, 56), (2, 1), (178), (15))
((1, 56), (2, 11), (185), (20))
((1, 56), (2, 19), (184), (17))
((1, 56), (2, 2), (152), (20))
((1, 56), (2, 20), (173), (13))
((1, 56), (2, 24), (174), (17))
((1, 56), (2, 26), (176), (21))
((1, 56), (2, 28), (188), (16))
((1, 56), (2, 30), (227), (19))
((1, 56), (2, 31), (175), (15))
((1, 56), (2, 32), (178), (17))
((1, 56), (2, 33), (1), (38))
((1, 56), (2, 39), (245), (23))
((1, 56), (2, 44), (182), (32))
((1, 56), (2, 45), (285), (20))
((1, 56), (2, 48), (194), (27))
((1, 56), (2, 49), (188), (30))
((1, 56), (2, 50), (181), (32))
((1, 56), (2, 52), (186), (17))
((1, 56), (2, 53), (176), (19))
((1, 56), (2, 6), (179), (29))
((1, 56), (2, 8), (171), (19))
((1, 57), (2, 1), (53), (16))
((1, 57), (2, 11), (46), (13))
((1, 57), (2, 19), (47), (18))
((1, 57), (2, 2), (79), (11))
((1, 57), (2, 20), (58), (18))
((1, 57), (2, 24), (57), (16))
((1, 57), (2, 26), (55), (9))
((1, 57), (2, 28), (43), (12))
((1, 57), (2, 30), (4), (6))
((1, 57), (2, 31), (56), (15))
((1, 57), (2, 32), (53), (14))
((1, 57), (2, 33), (232), (17))
((1, 57), (2, 39), (14), (1))
((1, 57), (2, 44), (49), (12))
((1, 57), (2, 45), (54), (4))
((1, 57), (2, 48), (37), (5))
((1, 57), (2, 49), (43), (8))
((1, 57), (2, 50), (50), (12))
((1, 57), (2, 52), (45), (18))
((1, 57), (2, 53), (56), (18))
((1, 57), (2, 6), (52), (10))
((1, 57), (2, 8), (60), (15))
((1, 58), (2, 1), (29), (11))
((1, 58), (2, 11), (22), (15))
((1, 58), (2, 19), (23), (9))
((1, 58), (2, 2), (55), (22))
((1, 58), (2, 20), (34), (9))
((1, 58), (2, 24), (33), (13))
((1, 58), (2, 26), (31), (20))
((1, 58), (2, 28), (19), (13))
((1, 58), (2, 30), (20), (18))
((1, 58), (2, 31), (32), (12))
((1, 58), (2, 32), (29), (13))
((1, 58), (2, 33), (208), (42))
((1, 58), (2, 39), (38), (23))
((1, 58), (2, 44), (25), (29))
((1, 58), (2, 45), (78), (21))
((1, 58), (2, 48), (13), (27))
((1, 58), (2, 49), (19), (31))
((1, 58), (2, 50), (26), (30))
((1, 58), (2, 52), (21), (9))
((1, 58), (2, 53), (32), (13))
((1, 58), (2, 6), (28), (27))
((1, 58), (2, 8), (36), (16))
((1, 59), (2, 1), (181), (12))
((1, 59), (2, 11), (188), (15))
((1, 59), (2, 19), (187), (15))
((1, 59), (2, 2), (155), (11))
((1, 59), (2, 20), (176), (12))
((1, 59), (2, 24), (177), (13))
((1, 59), (2, 26), (179), (13))
((1, 59), (2, 28), (191), (10))
((1, 59), (2, 30), (230), (11))
((1, 59), (2, 31), (178), (10))
((1, 59), (2, 32), (181), (13))
((1, 59), (2, 33), (2), (27))
((1, 59), (2, 39), (248), (14))
((1, 59), (2, 44), (185), (23))
((1, 59), (2, 45), (288), (11))
((1, 59), (2, 48), (197), (18))
((1, 59), (2, 49), (191), (20))
((1, 59), (2, 50), (184), (23))
((1, 59), (2, 52), (189), (15))
((1, 59), (2, 53), (178), (16))
((1, 59), (2, 6), (182), (20))
((1, 59), (2, 8), (174), (13))
((1, 6), (2, 1), (177), (19))
((1, 6), (2, 11), (183), (24))
((1, 6), (2, 19), (182), (22))
((1, 6), (2, 2), (150), (21))
((1, 6), (2, 20), (172), (18))
((1, 6), (2, 24), (172), (21))
((1, 6), (2, 26), (174), (24))
((1, 6), (2, 28), (187), (19))
((1, 6), (2, 30), (226), (21))
((1, 6), (2, 31), (174), (19))
((1, 6), (2, 32), (177), (21))
((1, 6), (2, 33), (2), (36))
((1, 6), (2, 39), (244), (24))
((1, 6), (2, 44), (181), (34))
((1, 6), (2, 45), (284), (21))
((1, 6), (2, 48), (192), (28))
((1, 6), (2, 49), (187), (30))
((1, 6), (2, 50), (179), (34))
((1, 6), (2, 52), (184), (22))
((1, 6), (2, 53), (174), (23))
((1, 6), (2, 6), (178), (31))
((1, 6), (2, 8), (170), (23))
((1, 60), (2, 1), (35), (18))
((1, 60), (2, 11), (29), (21))
((1, 60), (2, 19), (30), (15))
((1, 60), (2, 2), (62), (28))
((1, 60), (2, 20), (40), (15))
((1, 60), (2, 24), (40), (19))
((1, 60), (2, 26), (38), (26))
((1, 60), (2, 28), (25), (20))
((1, 60), (2, 30), (13), (24))
((1, 60), (2, 31), (38), (19))
((1, 60), (2, 32), (36), (20))
((1, 60), (2, 33), (215), (48))
((1, 60), (2, 39), (32), (30))
((1, 60), (2, 44), (31), (35))
((1, 60), (2, 45), (71), (28))
((1, 60), (2, 48), (20), (34))
((1, 60), (2, 49), (25), (37))
((1, 60), (2, 50), (33), (37))
((1, 60), (2, 52), (28), (16))
((1, 60), (2, 53), (38), (19))
((1, 60), (2, 6), (34), (34))
((1, 60), (2, 8), (43), (22))
((1, 61), (2, 1), (57), (19))
((1, 61), (2, 11), (50), (21))
((1, 61), (2, 19), (51), (16))
((1, 61), (2, 2), (83), (29))
((1, 61), (2, 20), (62), (17))
((1, 61), (2, 24), (61), (21))
((1, 61), (2, 26), (59), (27))
((1, 61), (2, 28), (47), (19))
((1, 61), (2, 30), (8), (23))
((1, 61), (2, 31), (60), (20))
((1, 61), (2, 32), (57), (21))
((1, 61), (2, 33), (236), (48))
((1, 61), (2, 39), (10), (28))
((1, 61), (2, 44), (53), (35))
((1, 61), (2, 45), (50), (26))
((1, 61), (2, 48), (41), (33))
((1, 61), (2, 49), (47), (36))
((1, 61), (2, 50), (54), (37))
((1, 61), (2, 52), (49), (16))
((1, 61), (2, 53), (60), (20))
((1, 61), (2, 6), (56), (34))
((1, 61), (2, 8), (64), (24))
((1, 62), (2, 1), (12), (17))
((1, 62), (2, 11), (6), (21))
((1, 62), (2, 19), (7), (15))
((1, 62), (2, 2), (39), (27))
((1, 62), (2, 20), (17), (14))
((1, 62), (2, 24), (17), (18))
((1, 62), (2, 26), (15), (26))
((1, 62), (2, 28), (2), (19))
((1, 62), (2, 30), (36), (25))
((1, 62), (2, 31), (15), (18))
((1, 62), (2, 32), (13), (19))
((1, 62), (2, 33), (192), (48))
((1, 62), (2, 39), (55), (30))
((1, 62), (2, 44), (8), (35))
((1, 62), (2, 45), (94), (28))
((1, 62), (2, 48), (3), (34))
((1, 62), (2, 49), (2), (37))
((1, 62), (2, 50), (10), (36))
((1, 62), (2, 52), (5), (15))
((1, 62), (2, 53), (15), (18))
((1, 62), (2, 6), (11), (33))
((1, 62), (2, 8), (20), (21))
((1, 64), (2, 1), (176), (17))
((1, 64), (2, 11), (182), (22))
((1, 64), (2, 19), (181), (19))
((1, 64), (2, 2), (149), (21))
((1, 64), (2, 20), (171), (14))
((1, 64), (2, 24), (171), (19))
((1, 64), (2, 26), (173), (23))
((1, 64), (2, 28), (186), (17))
((1, 64), (2, 30), (225), (21))
((1, 64), (2, 31), (173), (16))
((1, 64), (2, 32), (176), (19))
((1, 64), (2, 33), (3), (39))
((1, 64), (2, 39), (243), (25))
((1, 64), (2, 44), (180), (33))
((1, 64), (2, 45), (283), (22))
((1, 64), (2, 48), (191), (29))
((1, 64), (2, 49), (186), (32))
((1, 64), (2, 50), (178), (34))
((1, 64), (2, 52), (183), (19))
((1, 64), (2, 53), (173), (21))
((1, 64), (2, 6), (177), (31))
((1, 64), (2, 8), (169), (20))
((1, 65), (2, 1), (46), (17))
((1, 65), (2, 11), (39), (19))
((1, 65), (2, 19), (40), (14))
((1, 65), (2, 2), (73), (27))
((1, 65), (2, 20), (51), (15))
((1, 65), (2, 24), (50), (19))
((1, 65), (2, 26), (48), (25))
((1, 65), (2, 28), (36), (18))
((1, 65), (2, 30), (3), (22))
((1, 65), (2, 31), (49), (18))
((1, 65), (2, 32), (46), (19))
((1, 65), (2, 33), (225), (47))
((1, 65), (2, 39), (21), (27))
((1, 65), (2, 44), (42), (33))
((1, 65), (2, 45), (61), (25))
((1, 65), (2, 48), (30), (32))
((1, 65), (2, 49), (36), (35))
((1, 65), (2, 50), (44), (35))
((1, 65), (2, 52), (38), (14))
((1, 65), (2, 53), (49), (18))
((1, 65), (2, 6), (45), (32))
((1, 65), (2, 8), (53), (22))
((1, 66), (2, 1), (193), (13))
((1, 66), (2, 11), (199), (18))
((1, 66), (2, 19), (198), (15))
((1, 66), (2, 2), (166), (19))
((1, 66), (2, 20), (187), (12))
((1, 66), (2, 24), (188), (16))
((1, 66), (2, 26), (190), (19))
((1, 66), (2, 28), (202), (13))
((1, 66), (2, 30), (241), (16))
((1, 66), (2, 31), (189), (13))
((1, 66), (2, 32), (192), (16))
((1, 66), (2, 33), (13), (37))
((1, 66), (2, 39), (259), (20))
((1, 66), (2, 44), (197), (29))
((1, 66), (2, 45), (299), (17))
((1, 66), (2, 48), (208), (25))
((1, 66), (2, 49), (202), (28))
((1, 66), (2, 50), (195), (30))
((1, 66), (2, 52), (200), (15))
((1, 66), (2, 53), (190), (17))
((1, 66), (2, 6), (194), (27))
((1, 66), (2, 8), (185), (18))
((1, 67), (2, 1), (178), (14))
((1, 67), (2, 11), (184), (19))
((1, 67), (2, 19), (183), (16))
((1, 67), (2, 2), (151), (19))
((1, 67), (2, 20), (172), (12))
((1, 67), (2, 24), (173), (16))
((1, 67), (2, 26), (175), (20))
((1, 67), (2, 28), (188), (15))
((1, 67), (2, 30), (226), (18))
((1, 67), (2, 31), (174), (13))
((1, 67), (2, 32), (177), (16))
((1, 67), (2, 33), (2), (37))
((1, 67), (2, 39), (244), (23))
((1, 67), (2, 44), (182), (31))
((1, 67), (2, 45), (284), (20))
((1, 67), (2, 48), (193), (27))
((1, 67), (2, 49), (187), (29))
((1, 67), (2, 50), (180), (31))
((1, 67), (2, 52), (185), (16))
((1, 67), (2, 53), (175), (17))
((1, 67), (2, 6), (179), (28))
((1, 67), (2, 8), (170), (17))
((1, 68), (2, 1), (29), (16))
((1, 68), (2, 11), (22), (19))
((1, 68), (2, 19), (23), (14))
((1, 68), (2, 2), (55), (27))
((1, 68), (2, 20), (34), (14))
((1, 68), (2, 24), (33), (18))
((1, 68), (2, 26), (31), (25))
((1, 68), (2, 28), (19), (18))
((1, 68), (2, 30), (20), (23))
((1, 68), (2, 31), (32), (18))
((1, 68), (2, 32), (29), (18))
((1, 68), (2, 33), (208), (47))
((1, 68), (2, 39), (38), (28))
((1, 68), (2, 44), (25), (34))
((1, 68), (2, 45), (78), (26))
((1, 68), (2, 48), (13), (32))
((1, 68), (2, 49), (19), (36))
((1, 68), (2, 50), (26), (35))
((1, 68), (2, 52), (21), (14))
((1, 68), (2, 53), (32), (17))
((1, 68), (2, 6), (28), (32))
((1, 68), (2, 8), (36), (21))
((1, 7), (2, 1), (7), (15))
((1, 7), (2, 11), (1), (19))
((1, 7), (2, 19), (2), (13))
((1, 7), (2, 2), (34), (25))
((1, 7), (2, 20), (12), (13))
((1, 7), (2, 24), (12), (17))
((1, 7), (2, 26), (10), (24))
((1, 7), (2, 28), (3), (18))
((1, 7), (2, 30), (41), (24))
((1, 7), (2, 31), (10), (16))
((1, 7), (2, 32), (7), (17))
((1, 7), (2, 33), (187), (47))
((1, 7), (2, 39), (60), (29))
((1, 7), (2, 44), (3), (33))
((1, 7), (2, 45), (99), (27))
((1, 7), (2, 48), (8), (32))
((1, 7), (2, 49), (3), (35))
((1, 7), (2, 50), (5), (35))
((1, 7), (2, 52), (0), (14))
((1, 7), (2, 53), (10), (16))
((1, 7), (2, 6), (6), (32))
((1, 7), (2, 8), (15), (19))
((1, 70), (2, 1), (44), (40))
((1, 70), (2, 11), (37), (35))
((1, 70), (2, 19), (38), (44))
((1, 70), (2, 2), (70), (29))
((1, 70), (2, 20), (49), (45))
((1, 70), (2, 24), (48), (39))
((1, 70), (2, 26), (46), (28))
((1, 70), (2, 28), (34), (36))
((1, 70), (2, 30), (5), (28))
((1, 70), (2, 31), (47), (39))
((1, 70), (2, 32), (44), (37))
((1, 70), (2, 33), (223), (13))
((1, 70), (2, 39), (23), (22))
((1, 70), (2, 44), (40), (21))
((1, 70), (2, 45), (63), (25))
((1, 70), (2, 48), (28), (18))
((1, 70), (2, 49), (34), (16))
((1, 70), (2, 50), (41), (19))
((1, 70), (2, 52), (36), (43))
((1, 70), (2, 53), (47), (41))
((1, 70), (2, 6), (43), (21))
((1, 70), (2, 8), (51), (36))
((1, 71), (2, 1), (20), (11))
((1, 71), (2, 11), (14), (9))
((1, 71), (2, 19), (15), (7))
((1, 71), (2, 2), (47), (20))
((1, 71), (2, 20), (26), (12))
((1, 71), (2, 24), (25), (12))
((1, 71), (2, 26), (23), (16))
((1, 71), (2, 28), (11), (11))
((1, 71), (2, 30), (28), (14))
((1, 71), (2, 31), (24), (12))
((1, 71), (2, 32), (21), (11))
((1, 71), (2, 33), (200), (40))
((1, 71), (2, 39), (46), (19))
((1, 71), (2, 44), (17), (22))
((1, 71), (2, 45), (86), (18))
((1, 71), (2, 48), (5), (22))
((1, 71), (2, 49), (11), (26))
